"OrganizationIdentifier","ActivityStartDate","ActivityStartTime/Time","ActivityEndDate","ActivityEndTime/Time","MonitoringLocationIdentifier","HydrologicEvent","HydrologicCondition","CharacteristicName","ResultSampleFractionText","ResultMeasureValue","ResultStatusIdentifier","ResultValueTypeName"
"21NC01WQ","10/24/83",08:00:00,NA,NA,"21NC01WQ-J1280000",NA,NA,"Phosphate-phosphorus as P","Total","0.22","Final","Actual"
"21NC01WQ","2/14/83",16:30:00,NA,NA,"21NC01WQ-J1280000",NA,NA,"Phosphate-phosphorus as P","Total","1.6","Final","Actual"
"21NC01WQ","10/14/83",10:30:00,NA,NA,"21NC01WQ-J1280000",NA,NA,"Phosphate-phosphorus as P","Total","0.22","Final","Actual"
"21NC01WQ","10/14/83",10:31:00,NA,NA,"21NC01WQ-J1280000",NA,NA,"Phosphate-phosphorus as P","Total","0.24","Final","Actual"
"21NC01WQ","10/10/83",13:02:00,NA,NA,"21NC01WQ-J1280000",NA,NA,"Phosphate-phosphorus as P","Total","0.18","Final","Actual"
"21NC01WQ","3/6/82",09:00:00,NA,NA,"21NC01WQ-J1280000",NA,NA,"Phosphate-phosphorus as P","Total","0.63","Final","Actual"
"21NC01WQ","11/12/83",13:00:00,NA,NA,"21NC01WQ-J1280000",NA,NA,"Phosphate-phosphorus as P","Total","0.17","Final","Actual"
"21NC01WQ","2/12/83",05:15:00,NA,NA,"21NC01WQ-J1280000",NA,NA,"Phosphate-phosphorus as P","Total","0.39","Final","Actual"
"21NC01WQ","2/12/83",07:30:00,NA,NA,"21NC01WQ-J1280000",NA,NA,"Phosphate-phosphorus as P","Total","0.33","Final","Actual"
"21NC01WQ","2/14/83",14:00:00,NA,NA,"21NC01WQ-J1280000",NA,NA,"Phosphate-phosphorus as P","Total","0.5","Final","Actual"
"21NC01WQ","2/3/83",10:30:00,NA,NA,"21NC01WQ-J1280000",NA,NA,"Phosphate-phosphorus as P","Total","0.18","Final","Actual"
"21NC01WQ","8/6/83",14:00:00,NA,NA,"21NC01WQ-J1280000",NA,NA,"Phosphate-phosphorus as P","Total","1.3","Final","Actual"
"21NC01WQ","7/21/83",10:30:00,NA,NA,"21NC01WQ-J1280000",NA,NA,"Phosphate-phosphorus as P","Total","2.9","Final","Actual"
"21NC01WQ","9/14/83",11:45:00,NA,NA,"21NC01WQ-J1280000",NA,NA,"Phosphate-phosphorus as P","Total","0.48","Final","Actual"
"21NC01WQ","11/24/83",15:00:00,NA,NA,"21NC01WQ-J1280000",NA,NA,"Phosphate-phosphorus as P","Total","0.31","Final","Actual"
"21NC01WQ","11/1/83",09:31:00,NA,NA,"21NC01WQ-J1280000",NA,NA,"Phosphate-phosphorus as P","Total","0.07","Final","Actual"
"21NC01WQ","11/20/83",18:30:00,NA,NA,"21NC01WQ-J1280000",NA,NA,"Phosphate-phosphorus as P","Total","0.18","Final","Actual"
"21NC01WQ","10/1/83",01:30:00,NA,NA,"21NC01WQ-J1280000",NA,NA,"Phosphate-phosphorus as P","Total","0.15","Final","Actual"
"21NC01WQ","10/9/83",15:15:00,NA,NA,"21NC01WQ-J1280000",NA,NA,"Phosphate-phosphorus as P","Total","0.19","Final","Actual"
"21NC01WQ","9/15/83",08:46:00,NA,NA,"21NC01WQ-J1280000",NA,NA,"Phosphate-phosphorus as P","Total","0.26","Final","Actual"
"21NC01WQ","11/9/81",13:30:00,NA,NA,"21NC01WQ-J1280000",NA,NA,"Phosphate-phosphorus as P","Total","0.11","Final","Actual"
"21NC01WQ","3/7/83",11:45:00,NA,NA,"21NC01WQ-J1280000",NA,NA,"Phosphate-phosphorus as P","Total","0.58","Final","Actual"
"21NC01WQ","11/11/83",01:45:00,NA,NA,"21NC01WQ-J1280000",NA,NA,"Phosphate-phosphorus as P","Total","0.54","Final","Actual"
"21NC01WQ","2/25/83",11:30:00,NA,NA,"21NC01WQ-J1280000",NA,NA,"Phosphate-phosphorus as P","Total","0.16","Final","Actual"
"21NC01WQ","8/11/83",22:45:00,NA,NA,"21NC01WQ-J1280000",NA,NA,"Phosphate-phosphorus as P","Total","1.5","Final","Actual"
"21NC01WQ","3/20/83",18:30:00,NA,NA,"21NC01WQ-J1280000",NA,NA,"Phosphate-phosphorus as P","Total","1","Final","Actual"
"21NC01WQ","11/6/83",16:30:00,NA,NA,"21NC01WQ-J1280000",NA,NA,"Phosphate-phosphorus as P","Total","0.22","Final","Actual"
"21NC01WQ","10/24/83",08:01:00,NA,NA,"21NC01WQ-J1280000",NA,NA,"Phosphate-phosphorus as P","Total","0.19","Final","Actual"
"21NC01WQ","9/21/83",13:00:00,NA,NA,"21NC01WQ-J1280000",NA,NA,"Phosphate-phosphorus as P","Total","1.7","Final","Actual"
"21NC01WQ","3/1/83",10:45:00,NA,NA,"21NC01WQ-J1280000",NA,NA,"Phosphate-phosphorus as P","Total","0.34","Final","Actual"
"21NC01WQ","9/21/83",13:15:00,NA,NA,"21NC01WQ-J1280000",NA,NA,"Phosphate-phosphorus as P","Total","1.8","Final","Actual"
"21NC01WQ","8/9/82",11:30:00,NA,NA,"21NC01WQ-J1280000",NA,NA,"Phosphate-phosphorus as P","Total","0.14","Final","Actual"
"21NC01WQ","8/2/83",15:30:00,NA,NA,"21NC01WQ-J1280000",NA,NA,"Phosphate-phosphorus as P","Total","1.3","Final","Actual"
"21NC01WQ","8/9/82",19:30:00,NA,NA,"21NC01WQ-J1280000",NA,NA,"Phosphate-phosphorus as P","Total","1.3","Final","Actual"
"21NC01WQ","9/15/83",13:00:00,NA,NA,"21NC01WQ-J1280000",NA,NA,"Phosphate-phosphorus as P","Total","0.27","Final","Actual"
"21NC01WQ","9/21/83",11:45:00,NA,NA,"21NC01WQ-J1280000",NA,NA,"Phosphate-phosphorus as P","Total","0.27","Final","Actual"
"21NC01WQ","11/18/81",11:30:00,NA,NA,"21NC01WQ-J1280000",NA,NA,"Phosphate-phosphorus as P","Total","0.35","Final","Actual"
"21NC01WQ","3/18/82",06:00:00,NA,NA,"21NC01WQ-J1280000",NA,NA,"Phosphate-phosphorus as P","Total","0.44","Final","Actual"
"21NC01WQ","10/23/83",07:45:00,NA,NA,"21NC01WQ-J1280000",NA,NA,"Phosphate-phosphorus as P","Total","0.2","Final","Actual"
"21NC01WQ","3/2/83",10:45:00,NA,NA,"21NC01WQ-J1280000",NA,NA,"Phosphate-phosphorus as P","Total","0.15","Final","Actual"
"21NC01WQ","3/7/83",10:00:00,NA,NA,"21NC01WQ-J1280000",NA,NA,"Phosphate-phosphorus as P","Total","0.16","Final","Actual"
"21NC01WQ","3/7/83",11:30:00,NA,NA,"21NC01WQ-J1280000",NA,NA,"Phosphate-phosphorus as P","Total","0.28","Final","Actual"
"21NC01WQ","11/20/83",17:45:00,NA,NA,"21NC01WQ-J1280000",NA,NA,"Phosphate-phosphorus as P","Total","0.61","Final","Actual"
"21NC01WQ","8/23/83",11:15:00,NA,NA,"21NC01WQ-J1280000",NA,NA,"Phosphate-phosphorus as P","Total","0.95","Final","Actual"
"21NC01WQ","11/15/83",09:15:00,NA,NA,"21NC01WQ-J1280000",NA,NA,"Phosphate-phosphorus as P","Total","0.51","Final","Actual"
"21NC01WQ","8/1/83",15:45:00,NA,NA,"21NC01WQ-J1280000",NA,NA,"Phosphate-phosphorus as P","Total","1.4","Final","Actual"
"21NC01WQ","8/25/82",09:45:00,NA,NA,"21NC01WQ-J1280000",NA,NA,"Phosphate-phosphorus as P","Total","0.14","Final","Actual"
"21NC01WQ","8/1/83",16:30:00,NA,NA,"21NC01WQ-J1280000",NA,NA,"Phosphate-phosphorus as P","Total","1.4","Final","Actual"
"21NC01WQ","3/20/83",11:15:00,NA,NA,"21NC01WQ-J1280000",NA,NA,"Phosphate-phosphorus as P","Total","1.2","Final","Actual"
"21NC01WQ","2/14/83",14:45:00,NA,NA,"21NC01WQ-J1280000",NA,NA,"Phosphate-phosphorus as P","Total","0.84","Final","Actual"
"21NC01WQ","10/13/83",18:45:00,NA,NA,"21NC01WQ-J1280000",NA,NA,"Phosphate-phosphorus as P","Total","1.6","Final","Actual"
"21NC01WQ","3/6/82",08:15:00,NA,NA,"21NC01WQ-J1280000",NA,NA,"Phosphate-phosphorus as P","Total","0.25","Final","Actual"
"21NC01WQ","8/2/83",15:45:00,NA,NA,"21NC01WQ-J1280000",NA,NA,"Phosphate-phosphorus as P","Total","1.4","Final","Actual"
"21NC01WQ","3/6/82",12:30:00,NA,NA,"21NC01WQ-J1280000",NA,NA,"Phosphate-phosphorus as P","Total","0.46","Final","Actual"
"21NC01WQ","8/26/83",18:15:00,NA,NA,"21NC01WQ-J1280000",NA,NA,"Phosphate-phosphorus as P","Total","0.15","Final","Actual"
"21NC01WQ","11/21/83",10:31:00,NA,NA,"21NC01WQ-J1280000",NA,NA,"Phosphate-phosphorus as P","Total","0.18","Final","Actual"
"21NC01WQ","3/6/82",12:00:00,NA,NA,"21NC01WQ-J1280000",NA,NA,"Phosphate-phosphorus as P","Total","0.47","Final","Actual"
"21NC01WQ","3/22/82",13:25:00,NA,NA,"21NC01WQ-J1280000",NA,NA,"Phosphate-phosphorus as P","Total","0.17","Final","Actual"
"21NC01WQ","3/12/82",10:00:00,NA,NA,"21NC01WQ-J1280000",NA,NA,"Phosphate-phosphorus as P","Total","0.6","Final","Actual"
"21NC01WQ","3/8/82",09:40:00,NA,NA,"21NC01WQ-J1280000",NA,NA,"Phosphate-phosphorus as P","Total","0.12","Final","Actual"
"21NC01WQ","11/11/83",04:00:00,NA,NA,"21NC01WQ-J1280000",NA,NA,"Phosphate-phosphorus as P","Total","0.84","Final","Actual"
"21NC01WQ","11/20/83",17:30:00,NA,NA,"21NC01WQ-J1280000",NA,NA,"Phosphate-phosphorus as P","Total","0.5","Final","Actual"
"21NC01WQ","8/1/83",15:30:00,NA,NA,"21NC01WQ-J1280000",NA,NA,"Phosphate-phosphorus as P","Total","0.49","Final","Actual"
"21NC01WQ","10/6/83",06:00:00,NA,NA,"21NC01WQ-J1280000",NA,NA,"Phosphate-phosphorus as P","Total","0.31","Final","Actual"
"21NC01WQ","3/9/82",00:30:00,NA,NA,"21NC01WQ-J1280000",NA,NA,"Phosphate-phosphorus as P","Total","0.2","Final","Actual"
"21NC01WQ","11/24/83",15:15:00,NA,NA,"21NC01WQ-J1280000",NA,NA,"Phosphate-phosphorus as P","Total","0.29","Final","Actual"
"21NC01WQ","11/21/83",10:30:00,NA,NA,"21NC01WQ-J1280000",NA,NA,"Phosphate-phosphorus as P","Total","0.18","Final","Actual"
"21NC01WQ","8/11/83",22:15:00,NA,NA,"21NC01WQ-J1280000",NA,NA,"Phosphate-phosphorus as P","Total","1.4","Final","Actual"
"21NC01WQ","6/21/82",11:15:00,NA,NA,"21NC01WQ-J1280000",NA,NA,"Phosphate-phosphorus as P","Total","0.33","Final","Actual"
"21NC01WQ","10/11/83",11:30:00,NA,NA,"21NC01WQ-J1280000",NA,NA,"Phosphate-phosphorus as P","Total","0.23","Final","Actual"
"21NC01WQ","10/13/83",16:15:00,NA,NA,"21NC01WQ-J1280000",NA,NA,"Phosphate-phosphorus as P","Total","0.19","Final","Actual"
"21NC01WQ","10/23/83",13:00:00,NA,NA,"21NC01WQ-J1280000",NA,NA,"Phosphate-phosphorus as P","Total","0.3","Final","Actual"
"21NC01WQ","3/20/83",10:30:00,NA,NA,"21NC01WQ-J1280000",NA,NA,"Phosphate-phosphorus as P","Total","2.7","Final","Actual"
"21NC01WQ","3/24/83",09:45:00,NA,NA,"21NC01WQ-J1280000",NA,NA,"Phosphate-phosphorus as P","Total","0.13","Final","Actual"
"21NC01WQ","11/19/83",14:00:00,NA,NA,"21NC01WQ-J1280000",NA,NA,"Phosphate-phosphorus as P","Total","0.11","Final","Actual"
"21NC01WQ","8/22/83",03:45:00,NA,NA,"21NC01WQ-J1280000",NA,NA,"Phosphate-phosphorus as P","Total","0.27","Final","Actual"
"21NC01WQ","8/23/83",13:00:00,NA,NA,"21NC01WQ-J1280000",NA,NA,"Phosphate-phosphorus as P","Total","1.2","Final","Actual"
"21NC01WQ","8/1/83",14:00:00,NA,NA,"21NC01WQ-J1280000",NA,NA,"Phosphate-phosphorus as P","Total","0.22","Final","Actual"
"21NC01WQ","7/23/83",06:00:00,NA,NA,"21NC01WQ-J1280000",NA,NA,"Phosphate-phosphorus as P","Total","0.68","Final","Actual"
"21NC01WQ","3/6/82",10:45:00,NA,NA,"21NC01WQ-J1280000",NA,NA,"Phosphate-phosphorus as P","Total","0.46","Final","Actual"
"21NC01WQ","3/14/82",19:15:00,NA,NA,"21NC01WQ-J1280000",NA,NA,"Phosphate-phosphorus as P","Total","0.21","Final","Actual"
"21NC01WQ","3/6/82",08:45:00,NA,NA,"21NC01WQ-J1280000",NA,NA,"Phosphate-phosphorus as P","Total","0.79","Final","Actual"
"21NC01WQ","3/20/82",00:15:00,NA,NA,"21NC01WQ-J1280000",NA,NA,"Phosphate-phosphorus as P","Total","0.2","Final","Actual"
"21NC01WQ","9/21/83",13:45:00,NA,NA,"21NC01WQ-J1280000",NA,NA,"Phosphate-phosphorus as P","Total","1.4","Final","Actual"
"21NC01WQ","11/14/83",20:45:00,NA,NA,"21NC01WQ-J1280000",NA,NA,"Phosphate-phosphorus as P","Total","0.14","Final","Actual"
"21NC01WQ","10/27/81",11:27:00,NA,NA,"21NC01WQ-J1280000",NA,NA,"Kjeldahl nitrogen","Total","1.3","Final","Actual"
"21NC01WQ","3/24/83",09:45:00,NA,NA,"21NC01WQ-J1280000",NA,NA,"Ammonia-nitrogen as N","Total","0.51","Final","Actual"
"21NC01WQ","2/9/82",10:45:00,NA,NA,"21NC01WQ-J1280000",NA,NA,"Phosphate-phosphorus as P","Total","0.18","Final","Actual"
"21NC01WQ","7/28/82",08:45:00,NA,NA,"21NC01WQ-J1280000",NA,NA,"Phosphate-phosphorus as P","Total","0.22","Final","Actual"
"21NC01WQ","5/14/83",18:30:00,NA,NA,"21NC01WQ-J1280000",NA,NA,"Phosphate-phosphorus as P","Total","2.2","Final","Actual"
"21NC01WQ","8/5/83",06:00:00,NA,NA,"21NC01WQ-J1280000",NA,NA,"Ammonia-nitrogen as N","Total","1.8","Final","Actual"
"21NC01WQ","5/26/83",15:00:00,NA,NA,"21NC01WQ-J1280000",NA,NA,"Phosphate-phosphorus as P","Total","0.6","Final","Actual"
"21NC01WQ","7/14/83",11:45:00,NA,NA,"21NC01WQ-J1280000",NA,NA,"Ammonia-nitrogen as N","Total","0.17","Final","Actual"
"21NC01WQ","12/29/82",07:30:00,NA,NA,"21NC01WQ-J1280000",NA,NA,"Phosphate-phosphorus as P","Total","0.21","Final","Actual"
"21NC01WQ","12/30/82",23:15:00,NA,NA,"21NC01WQ-J1280000",NA,NA,"Phosphate-phosphorus as P","Total","0.3","Final","Actual"
"21NC01WQ","12/22/82",14:00:00,NA,NA,"21NC01WQ-J1280000",NA,NA,"Phosphate-phosphorus as P","Total","0.15","Final","Actual"
"21NC01WQ","4/8/82",23:59:00,NA,NA,"21NC01WQ-J1280000",NA,NA,"Phosphate-phosphorus as P","Total","0.49","Final","Actual"
"21NC01WQ","4/11/83",15:00:00,NA,NA,"21NC01WQ-J1280000",NA,NA,"Phosphate-phosphorus as P","Total","0.22","Final","Actual"
"21NC01WQ","4/10/83",02:30:00,NA,NA,"21NC01WQ-J1280000",NA,NA,"Phosphate-phosphorus as P","Total","0.22","Final","Actual"
"21NC01WQ","12/11/81",09:20:00,NA,NA,"21NC01WQ-J1280000",NA,NA,"Phosphate-phosphorus as P","Total","0.13","Final","Actual"
"21NC01WQ","4/5/82",10:30:00,NA,NA,"21NC01WQ-J1280000",NA,NA,"Ammonia-nitrogen as N","Total","0.35","Final","Actual"
"21NC01WQ","9/22/82",09:00:00,NA,NA,"21NC01WQ-J1280000",NA,NA,"Ammonia-nitrogen as N","Total","0.27","Final","Actual"
"21NC01WQ","11/2/82",08:15:00,NA,NA,"21NC01WQ-J1280000",NA,NA,"Kjeldahl nitrogen","Total","0.93","Final","Actual"
"21NC01WQ","2/11/83",06:45:00,NA,NA,"21NC01WQ-J1280000",NA,NA,"Inorganic nitrogen (nitrate and nitrite) as N","Total","0.48","Final","Actual"
"21NC01WQ","4/20/82",15:30:00,NA,NA,"21NC01WQ-J1280000",NA,NA,"Total solids","Suspended","263","Final","Actual"
"21NC01WQ","2/12/82",21:30:00,NA,NA,"21NC01WQ-J1280000",NA,NA,"Total solids","Suspended","38","Final","Actual"
"21NC01WQ","2/17/82",14:45:00,NA,NA,"21NC01WQ-J1280000",NA,NA,"Total solids","Total","990","Final","Actual"
"21NC01WQ","2/22/82",20:30:00,NA,NA,"21NC01WQ-J1280000",NA,NA,"Total solids","Suspended","15","Final","Actual"
"21NC01WQ","4/15/83",18:15:00,NA,NA,"21NC01WQ-J1280000",NA,NA,"Total solids","Total","2000","Final","Actual"
"21NC01WQ","1/5/82",07:30:00,NA,NA,"21NC01WQ-J1280000",NA,NA,"Total solids","Total","201","Final","Actual"
"21NC01WQ","2/6/83",12:15:00,NA,NA,"21NC01WQ-J1280000",NA,NA,"Total solids","Suspended","450","Final","Actual"
"21NC01WQ","10/23/83",14:15:00,NA,NA,"21NC01WQ-J1280000",NA,NA,"Total solids","Suspended","860","Final","Actual"
"21NC01WQ","2/12/83",03:45:00,NA,NA,"21NC01WQ-J1280000",NA,NA,"Total solids","Total","410","Final","Actual"
"21NC01WQ","2/10/83",22:00:00,NA,NA,"21NC01WQ-J1280000",NA,NA,"Total solids","Total","470","Final","Actual"
"21NC01WQ","2/6/83",12:45:00,NA,NA,"21NC01WQ-J1280000",NA,NA,"Total solids","Total","650","Final","Actual"
"21NC01WQ","2/6/83",13:00:00,NA,NA,"21NC01WQ-J1280000",NA,NA,"Total solids","Suspended","450","Final","Actual"
"21NC01WQ","2/4/83",01:00:00,NA,NA,"21NC01WQ-J1280000",NA,NA,"Total solids","Suspended","22","Final","Actual"
"21NC01WQ","10/3/83",21:15:00,NA,NA,"21NC01WQ-J1280000",NA,NA,"Total solids","Total","200","Final","Actual"
"21NC01WQ","11/11/83",11:30:00,NA,NA,"21NC01WQ-J1280000",NA,NA,"Total solids","Suspended","100","Final","Actual"
"21NC01WQ","11/6/83",16:30:00,NA,NA,"21NC01WQ-J1280000",NA,NA,"Total solids","Total","240","Final","Actual"
"21NC01WQ","11/6/83",16:30:00,NA,NA,"21NC01WQ-J1280000",NA,NA,"Total solids","Suspended","12","Final","Actual"
"21NC01WQ","3/7/83",23:59:00,NA,NA,"21NC01WQ-J1280000",NA,NA,"Total solids","Total","230","Final","Actual"
"21NC01WQ","3/20/83",11:15:00,NA,NA,"21NC01WQ-J1280000",NA,NA,"Total solids","Suspended","800","Final","Actual"
"21NC01WQ","9/27/83",02:00:00,NA,NA,"21NC01WQ-J1280000",NA,NA,"Total solids","Total","250","Final","Actual"
"21NC01WQ","10/10/83",13:00:00,NA,NA,"21NC01WQ-J1280000",NA,NA,"Total solids","Total","190","Final","Actual"
"21NC01WQ","2/14/83",13:30:00,NA,NA,"21NC01WQ-J1280000",NA,NA,"Total solids","Suspended","240","Final","Actual"
"21NC01WQ","3/1/83",12:30:00,NA,NA,"21NC01WQ-J1280000",NA,NA,"Total solids","Total","340","Final","Actual"
"21NC01WQ","11/20/83",18:00:00,NA,NA,"21NC01WQ-J1280000",NA,NA,"Total solids","Suspended","1300","Final","Actual"
"21NC01WQ","11/21/83",10:30:00,NA,NA,"21NC01WQ-J1280000",NA,NA,"Total solids","Suspended","45","Final","Actual"
"21NC01WQ","11/19/83",14:00:00,NA,NA,"21NC01WQ-J1280000",NA,NA,"Total solids","Total","230","Final","Actual"
"21NC01WQ","8/11/83",22:15:00,NA,NA,"21NC01WQ-J1280000",NA,NA,"Total solids","Total","2300","Final","Actual"
"21NC01WQ","8/6/83",23:15:00,NA,NA,"21NC01WQ-J1280000",NA,NA,"Total solids","Total","260","Final","Actual"
"21NC01WQ","8/22/83",03:45:00,NA,NA,"21NC01WQ-J1280000",NA,NA,"Total solids","Suspended","24","Final","Actual"
"21NC01WQ","8/1/83",15:30:00,NA,NA,"21NC01WQ-J1280000",NA,NA,"Total solids","Total","300","Final","Actual"
"21NC01WQ","7/23/83",06:00:00,NA,NA,"21NC01WQ-J1280000",NA,NA,"Total solids","Suspended","380","Final","Actual"
"21NC01WQ","7/21/83",10:30:00,NA,NA,"21NC01WQ-J1280000",NA,NA,"Total solids","Suspended","1800","Final","Actual"
"21NC01WQ","6/21/82",11:15:00,NA,NA,"21NC01WQ-J1280000",NA,NA,"Total solids","Suspended","42","Final","Actual"
"21NC01WQ","8/25/82",09:45:00,NA,NA,"21NC01WQ-J1280000",NA,NA,"Total solids","Total","272","Final","Actual"
"21NC01WQ","8/1/83",15:45:00,NA,NA,"21NC01WQ-J1280000",NA,NA,"Total solids","Total","1300","Final","Actual"
"21NC01WQ","8/23/83",18:00:00,NA,NA,"21NC01WQ-J1280000",NA,NA,"Total solids","Suspended","520","Final","Actual"
"21NC01WQ","10/6/83",06:00:00,NA,NA,"21NC01WQ-J1280000",NA,NA,"Total solids","Total","360","Final","Actual"
"21NC01WQ","3/6/82",09:00:00,NA,NA,"21NC01WQ-J1280000",NA,NA,"Total solids","Total","535","Final","Actual"
"21NC01WQ","11/24/81",13:00:00,NA,NA,"21NC01WQ-J1280000",NA,NA,"Total solids","Suspended","37","Final","Actual"
"21NC01WQ","3/12/82",07:00:00,NA,NA,"21NC01WQ-J1280000",NA,NA,"Total solids","Suspended","27","Final","Actual"
"21NC01WQ","3/12/82",07:00:00,NA,NA,"21NC01WQ-J1280000",NA,NA,"Total solids","Total","220","Final","Actual"
"21NC01WQ","3/15/82",04:15:00,NA,NA,"21NC01WQ-J1280000",NA,NA,"Total solids","Suspended","8","Final","Actual"
"21NC01WQ","12/31/82",05:00:00,NA,NA,"21NC01WQ-J1280000",NA,NA,"Total solids","Suspended","170","Final","Actual"
"21NC01WQ","4/5/82",10:30:00,NA,NA,"21NC01WQ-J1280000",NA,NA,"Total solids","Total","209","Final","Actual"
"21NC01WQ","2/17/82",05:45:00,NA,NA,"21NC01WQ-J1280000",NA,NA,"Total solids","Suspended","216","Final","Actual"
"21NC01WQ","6/7/83",22:45:00,NA,NA,"21NC01WQ-J1280000",NA,NA,"Total solids","Suspended","320","Final","Actual"
"21NC01WQ","2/16/82",23:00:00,NA,NA,"21NC01WQ-J1280000",NA,NA,"Total solids","Total","465","Final","Actual"
"21NC01WQ","12/31/81",15:15:00,NA,NA,"21NC01WQ-J1280000",NA,NA,"Total solids","Total","255","Final","Actual"
"21NC01WQ","2/13/82",05:15:00,NA,NA,"21NC01WQ-J1280000",NA,NA,"Total solids","Suspended","387","Final","Actual"
"21NC01WQ","5/26/83",14:45:00,NA,NA,"21NC01WQ-J1280000",NA,NA,"Total solids","Suspended","250","Final","Actual"
"21NC01WQ","5/2/83",09:45:00,NA,NA,"21NC01WQ-J1280000",NA,NA,"Total solids","Total","220","Final","Actual"
"21NC01WQ","5/14/83",18:30:00,NA,NA,"21NC01WQ-J1280000",NA,NA,"Total solids","Suspended","2000","Final","Actual"
"21NC01WQ","5/4/83",04:30:00,NA,NA,"21NC01WQ-J1280000",NA,NA,"Total solids","Suspended","73","Final","Actual"
"21NC01WQ","2/3/82",00:15:00,NA,NA,"21NC01WQ-J1280000",NA,NA,"Total solids","Suspended","110","Final","Actual"
"21NC01WQ","2/9/82",22:00:00,NA,NA,"21NC01WQ-J1280000",NA,NA,"Total solids","Total","530","Final","Actual"
"21NC01WQ","12/14/81",18:00:00,NA,NA,"21NC01WQ-J1280000",NA,NA,"Total solids","Suspended","142","Final","Actual"
"21NC01WQ","2/1/82",10:00:00,NA,NA,"21NC01WQ-J1280000",NA,NA,"Total solids","Total","270","Final","Actual"
"21NC01WQ","9/14/82",10:15:00,NA,NA,"21NC01WQ-J1280000",NA,NA,"Total solids","Suspended","13","Final","Actual"
"21NC01WQ","4/11/83",15:00:00,NA,NA,"21NC01WQ-J1280000",NA,NA,"Total solids","Total","190","Final","Actual"
"21NC01WQ","4/15/83",17:30:00,NA,NA,"21NC01WQ-J1280000",NA,NA,"Total solids","Suspended","1600","Final","Actual"
"21NC01WQ","12/22/81",19:30:00,NA,NA,"21NC01WQ-J1280000",NA,NA,"Total solids","Total","192","Final","Actual"
"21NC01WQ","11/13/82",00:30:00,NA,NA,"21NC01WQ-J1280000",NA,NA,"Total solids","Suspended","1600","Final","Actual"
"21NC01WQ","8/23/83",11:00:00,NA,NA,"21NC01WQ-J1280000",NA,NA,"Total solids","Total","230","Final","Actual"
"21NC01WQ","9/21/83",13:00:00,NA,NA,"21NC01WQ-J1280000",NA,NA,"Total solids","Suspended","2300","Final","Actual"
"21NC01WQ","9/21/83",12:45:00,NA,NA,"21NC01WQ-J1280000",NA,NA,"Total solids","Total","2200","Final","Actual"
"21NC01WQ","2/14/83",14:15:00,NA,NA,"21NC01WQ-J1280000",NA,NA,"Total solids","Suspended","1100","Final","Actual"
"21NC01WQ","8/2/83",15:45:00,NA,NA,"21NC01WQ-J1280000",NA,NA,"Total solids","Suspended","1100","Final","Actual"
"21NC01WQ","10/3/83",21:15:00,NA,NA,"21NC01WQ-J1280000",NA,NA,"Total solids","Suspended","23","Final","Actual"
"21NC01WQ","3/27/82",00:15:00,NA,NA,"21NC01WQ-J1280000",NA,NA,"Total solids","Total","223","Final","Actual"
"21NC01WQ","11/8/83",16:30:00,NA,NA,"21NC01WQ-J1280000",NA,NA,"Total solids","Total","200","Final","Actual"
"21NC01WQ","10/23/83",13:00:00,NA,NA,"21NC01WQ-J1280000",NA,NA,"Total solids","Total","330","Final","Actual"
"21NC01WQ","10/23/83",13:00:00,NA,NA,"21NC01WQ-J1280000",NA,NA,"Total solids","Suspended","170","Final","Actual"
"21NC01WQ","8/23/83",15:00:00,NA,NA,"21NC01WQ-J1280000",NA,NA,"Total solids","Total","1200","Final","Actual"
"21NC01WQ","11/1/83",09:31:00,NA,NA,"21NC01WQ-J1280000",NA,NA,"Total solids","Total","280","Final","Actual"
"21NC01WQ","10/10/83",13:02:00,NA,NA,"21NC01WQ-J1280000",NA,NA,"Total solids","Suspended","13","Final","Actual"
"21NC01WQ","3/7/83",10:00:00,NA,NA,"21NC01WQ-J1280000",NA,NA,"Total solids","Total","200","Final","Actual"
"21NC01WQ","8/23/83",13:45:00,NA,NA,"21NC01WQ-J1280000",NA,NA,"Total solids","Total","1200","Final","Actual"
"21NC01WQ","6/21/82",11:15:00,NA,NA,"21NC01WQ-J1280000",NA,NA,"Total solids","Total","242","Final","Actual"
"21NC01WQ","10/7/83",16:45:00,NA,NA,"21NC01WQ-J1280000",NA,NA,"Total solids","Total","210","Final","Actual"
"21NC01WQ","11/24/81",13:00:00,NA,NA,"21NC01WQ-J1280000",NA,NA,"Total solids","Total","256","Final","Actual"
"21NC01WQ","3/1/83",05:45:00,NA,NA,"21NC01WQ-J1280000",NA,NA,"Total solids","Suspended","210","Final","Actual"
"21NC01WQ","10/13/83",17:45:00,NA,NA,"21NC01WQ-J1280000",NA,NA,"Total solids","Suspended","620","Final","Actual"
"21NC01WQ","8/11/83",22:00:00,NA,NA,"21NC01WQ-J1280000",NA,NA,"Total solids","Suspended","1900","Final","Actual"
"21NC01WQ","10/21/81",14:00:00,NA,NA,"21NC01WQ-J1280000",NA,NA,"Total solids","Total","270","Final","Actual"
"21NC01WQ","9/15/83",08:45:00,NA,NA,"21NC01WQ-J1280000",NA,NA,"Total solids","Total","190","Final","Actual"
"21NC01WQ","9/15/83",08:46:00,NA,NA,"21NC01WQ-J1280000",NA,NA,"Total solids","Suspended","39","Final","Actual"
"21NC01WQ","11/1/83",09:30:00,NA,NA,"21NC01WQ-J1280000",NA,NA,"Total solids","Suspended","4","Final","Actual"
