"OrganizationIdentifier","ActivityStartDate","ActivityStartTime.Time","MonitoringLocationIdentifier","HydrologicEvent","HydrologicCondition","CharacteristicName","ResultSampleFractionText","ResultMeasureValue","ResultMeasure.MeasureUnitCode","ResultStatusIdentifier","ResultValueTypeName"
"USGS-NC","4/8/14","13:40:00","USGS-02086849","Routine sample","Stable, high stage","UV 254","Dissolved","0.359","units/cm","Preliminary","Actual"
"USGS-NC","3/27/18","11:00:00","USGS-360211078513701","Routine sample","Stable, normal stage","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Dissolved","0.94","mg/l","Accepted","Actual"
"USGS-NC","3/27/18","12:15:00","USGS-02086849","Routine sample","Stable, normal stage","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Dissolved","2.75","mg/l","Accepted","Actual"
"USGS-NC","7/12/16","13:10:00","USGS-360226078512801","Routine sample","Stable, normal stage","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total","0.78","mg/l","Accepted","Actual"
"USGS-NC","7/12/16","9:45:00","USGS-0208682450","Routine sample","Stable, normal stage","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total","1.02","mg/l","Accepted","Actual"
"USGS-NC","5/20/14","14:00:00","USGS-02086849","Routine sample","Not determined","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total","1.78","mg/l","Accepted","Actual"
"USGS-NC","7/12/16","15:20:00","USGS-02086841","Routine sample","Stable, normal stage","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total","1.84","mg/l","Accepted","Actual"
"USGS-NC","7/12/16","11:45:00","USGS-02086837","Routine sample","Stable, normal stage","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total","1.92","mg/l","Accepted","Actual"
"USGS-NC","7/12/16","11:00:00","USGS-02086835","Routine sample","Stable, normal stage","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total","2.06","mg/l","Accepted","Actual"
"USGS-NC","6/3/14","9:00:00","USGS-02086849","Routine sample","Not determined","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total","2.26","mg/l","Accepted","Actual"
"USGS-NC","4/8/14","13:30:00","USGS-02086849","Routine sample","Stable, high stage","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total","2.32","mg/l","Accepted","Actual"
"USGS-NC","4/29/14","12:00:00","USGS-02086849","Routine sample","Not determined","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total","3.42","mg/l","Accepted","Actual"
"USGS-NC","5/6/14","15:20:00","USGS-02086849","Routine sample","Stable, normal stage","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total","3.71","mg/l","Accepted","Actual"
"USGS-NC","4/23/14","10:30:00","USGS-02086849","Routine sample","Not determined","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total","4.57","mg/l","Accepted","Actual"
"USGS-NC","4/25/17","3:35:00","USGS-0208675009","Storm","Stable, high stage","Turbidity","Total","100","NTRU","Accepted","Actual"
"USGS-NC","12/8/17","22:12:00","USGS-0208675009","Storm","Peak stage","Turbidity","Total","110","NTRU","Accepted","Actual"
"USGS-NC","6/20/17","2:31:00","USGS-0208675009","Storm","Rising stage","Turbidity","Total","120","NTRU","Accepted","Actual"
"USGS-NC","1/23/17","7:30:00","USGS-0208675009","Storm","Peak stage","Turbidity","Total","170","NTRU","Accepted","Actual"
"USGS-NC","12/6/16","14:30:00","USGS-0208675009","Storm","Rising stage","Turbidity","Total","20","NTRU","Accepted","Actual"
"USGS-NC","6/17/17","15:32:00","USGS-0208675009","Storm","Peak stage","Turbidity","Total","280","NTRU","Accepted","Actual"
"USGS-NC","2/23/12","11:45:00","USGS-0208675010","Routine sample","Falling stage","Turbidity","Total","30","NTRU","Preliminary","Actual"
"USGS-NC","10/23/17","22:25:00","USGS-0208675009","Storm","Peak stage","Turbidity","Total","360","NTRU","Accepted","Actual"
"USGS-NC","10/26/11","10:35:00","USGS-0208675010","Routine sample","Stable, low stage","Turbidity","Total","4.4","NTRU","Preliminary","Actual"
"USGS-NC","3/30/12","12:10:00","USGS-0208675010","Routine sample","Stable, low stage","Turbidity","Total","5","NTRU","Preliminary","Actual"
"USGS-NC","10/11/17","18:40:00","USGS-0208675009","Storm","Falling stage","Turbidity","Total","56","NTRU","Accepted","Actual"
"USGS-NC","3/14/17","2:36:00","USGS-0208675009","Storm","Peak stage","Turbidity","Total","56","NTRU","Accepted","Actual"
"USGS-NC","4/25/12","12:30:00","USGS-0208675010","Routine sample","Stable, normal stage","Turbidity","Total","6.7","NTRU","Preliminary","Actual"
"USGS-NC","6/26/17","14:45:00","USGS-0208675009","Routine sample","Stable, low stage","Turbidity","Total","7","NTRU","Accepted","Actual"
"USGS-NC","5/24/17","20:05:00","USGS-0208675009","Storm","Peak stage","Turbidity","Total","84","NTRU","Accepted","Actual"
"USGS-NC","2/9/17","5:30:00","USGS-0208675009","Storm","Peak stage","Turbidity","Total","85","NTRU","Accepted","Actual"
"USGS-NC","10/8/16","16:45:00","USGS-0208675009","Storm","Peak stage","Turbidity","Total","89","NTRU","Accepted","Actual"
"USGS-NC","5/20/93","10:00:00","USGS-02086849","Routine sample","Stable, normal stage","Total dissolved solids","Dissolved","124","mg/l","Historical","Actual"
"USGS-NC","7/8/11","16:15:00","USGS-02086849","Storm","Rising stage","Total dissolved solids","Dissolved","138","mg/l","Accepted","Actual"
"USGS-NC","4/21/86","10:10:00","USGS-02086849","Routine sample","Falling stage","Total dissolved solids","Dissolved","172","mg/l","Historical","Actual"
"USGS-NC","2/19/86","15:50:00","USGS-02086849","Routine sample","Rising stage","Total dissolved solids","Dissolved","197","mg/l","Historical","Actual"
"USGS-NC","3/25/86","9:45:00","USGS-02086849","Routine sample","Falling stage","Total dissolved solids","Dissolved","199","mg/l","Historical","Actual"
"USGS-NC","7/12/16","9:45:00","USGS-0208682450","Routine sample","Stable, normal stage","Total dissolved solids","Dissolved","200","mg/l","Accepted","Actual"
"USGS-NC","7/22/85","14:15:00","USGS-02086849","Routine sample","Rising stage","Total dissolved solids","Dissolved","201","mg/l","Historical","Actual"
"USGS-NC","2/22/83","10:05:00","USGS-02086849","Routine sample","Not determined","Total dissolved solids","Dissolved","203","mg/l","Historical","Actual"
"USGS-NC","1/24/84","9:15:00","USGS-02086849","Routine sample","Stable, normal stage","Total dissolved solids","Dissolved","223","mg/l","Historical","Actual"
"USGS-NC","11/29/83","10:45:00","USGS-02086849","Routine sample","Stable, low stage","Total dissolved solids","Dissolved","223","mg/l","Historical","Actual"
"USGS-NC","3/25/87","10:30:00","USGS-02086849","Routine sample","Stable, normal stage","Total dissolved solids","Dissolved","224","mg/l","Historical","Actual"
"USGS-NC","4/21/92","15:30:00","USGS-02086849","Storm","Peak stage","Total dissolved solids","Dissolved","226","mg/l","Historical","Actual"
"USGS-NC","7/12/16","15:20:00","USGS-02086841","Routine sample","Stable, normal stage","Total dissolved solids","Dissolved","233","mg/l","Accepted","Actual"
"USGS-NC","7/12/16","11:00:00","USGS-02086835","Routine sample","Stable, normal stage","Total dissolved solids","Dissolved","243","mg/l","Accepted","Actual"
"USGS-NC","10/23/84","14:05:00","USGS-02086849","Routine sample","Stable, low stage","Total dissolved solids","Dissolved","244","mg/l","Historical","Actual"
"USGS-NC","7/12/16","11:45:00","USGS-02086837","Routine sample","Stable, normal stage","Total dissolved solids","Dissolved","247","mg/l","Accepted","Actual"
"USGS-NC","1/22/86","9:35:00","USGS-02086849","Routine sample","Stable, low stage","Total dissolved solids","Dissolved","271","mg/l","Historical","Actual"
"USGS-NC","6/5/84","10:30:00","USGS-02086849","Routine sample","Falling stage","Total dissolved solids","Dissolved","299","mg/l","Historical","Actual"
"USGS-NC","8/20/86","13:40:00","USGS-02086849","Routine sample","Rising stage","Total dissolved solids","Dissolved","30","mg/l","Historical","Actual"
"USGS-NC","9/24/84","9:15:00","USGS-02086849","Routine sample","Stable, low stage","Total dissolved solids","Dissolved","301","mg/l","Historical","Actual"
"USGS-NC","6/18/85","9:40:00","USGS-02086849","Routine sample","Stable, low stage","Total dissolved solids","Dissolved","307","mg/l","Historical","Actual"
"USGS-NC","8/23/84","10:45:00","USGS-02086849","Routine sample","Rising stage","Total dissolved solids","Dissolved","326","mg/l","Historical","Actual"
"USGS-NC","9/26/83","8:30:00","USGS-02086849","Routine sample","Stable, low stage","Total dissolved solids","Dissolved","370","mg/l","Historical","Actual"
"USGS-NC","8/1/83","9:05:00","USGS-02086849","Routine sample","Stable, low stage","Total dissolved solids","Dissolved","373","mg/l","Historical","Actual"
"USGS-NC","2/23/84","13:15:00","USGS-02086849","Flood","Rising stage","Total dissolved solids","Dissolved","48","mg/l","Historical","Actual"
"USGS-NC","3/18/83","10:05:00","USGS-02086849","Routine sample","Not determined","Total dissolved solids","Dissolved","51","mg/l","Historical","Actual"
"USGS-NC","9/6/08","12:45:00","USGS-02086849","Storm","Falling stage","Total dissolved solids","Dissolved","61","mg/l","Accepted","Actual"
"USGS-NC","3/2/07","8:45:00","USGS-02086849","Storm","Falling stage","Total dissolved solids","Dissolved","62","mg/l","Accepted","Actual"
"USGS-NC","9/27/10","3:45:00","USGS-02086849","Storm","Rising stage","Total dissolved solids","Dissolved","66","mg/l","Accepted","Actual"
"USGS-NC","1/3/85","9:45:00","USGS-02086849","Routine sample","Stable, normal stage","Total dissolved solids","Dissolved","69","mg/l","Historical","Actual"
"USGS-NC","6/14/06","14:30:00","USGS-02086849","Storm","Peak stage","Total dissolved solids","Dissolved","71","mg/l","Accepted","Actual"
"USGS-NC","10/24/83","8:00:00","USGS-02086849","Routine sample","Falling stage","Total dissolved solids","Dissolved","85","mg/l","Historical","Actual"
"USGS-NC","5/20/93","10:00:00","USGS-02086849","Routine sample","Stable, normal stage","Total dissolved solids","Dissolved","101","mg/l","Historical","Actual"
"USGS-NC","3/27/18","11:00:00","USGS-360211078513701","Routine sample","Stable, normal stage","Total dissolved solids","Dissolved","113","mg/l","Accepted","Actual"
"USGS-NC","7/8/11","16:15:00","USGS-02086849","Storm","Rising stage","Total dissolved solids","Dissolved","118","mg/l","Accepted","Actual"
"USGS-NC","4/21/86","10:10:00","USGS-02086849","Routine sample","Falling stage","Total dissolved solids","Dissolved","140","mg/l","Historical","Actual"
"USGS-NC","7/22/85","14:15:00","USGS-02086849","Routine sample","Rising stage","Total dissolved solids","Dissolved","147","mg/l","Historical","Actual"
"USGS-NC","3/27/18","12:15:00","USGS-02086849","Routine sample","Stable, normal stage","Total dissolved solids","Dissolved","159","mg/l","Accepted","Actual"
"USGS-NC","7/12/16","9:45:00","USGS-0208682450","Routine sample","Stable, normal stage","Total dissolved solids","Dissolved","170","mg/l","Accepted","Actual"
"USGS-NC","2/19/86","15:50:00","USGS-02086849","Routine sample","Rising stage","Total dissolved solids","Dissolved","177","mg/l","Historical","Actual"
"USGS-NC","10/23/84","14:05:00","USGS-02086849","Routine sample","Stable, low stage","Total dissolved solids","Dissolved","191","mg/l","Historical","Actual"
"USGS-NC","1/24/84","9:15:00","USGS-02086849","Routine sample","Stable, normal stage","Total dissolved solids","Dissolved","198","mg/l","Historical","Actual"
"USGS-NC","11/29/83","10:45:00","USGS-02086849","Routine sample","Stable, low stage","Total dissolved solids","Dissolved","204","mg/l","Historical","Actual"
"USGS-NC","2/22/83","10:05:00","USGS-02086849","Routine sample","Not determined","Total dissolved solids","Dissolved","213","mg/l","Historical","Actual"
"USGS-NC","9/26/83","8:30:00","USGS-02086849","Routine sample","Stable, low stage","Total dissolved solids","Dissolved","217","mg/l","Historical","Actual"
"USGS-NC","3/25/86","9:45:00","USGS-02086849","Routine sample","Falling stage","Total dissolved solids","Dissolved","217","mg/l","Historical","Actual"
"USGS-NC","3/25/87","10:30:00","USGS-02086849","Routine sample","Stable, normal stage","Total dissolved solids","Dissolved","219","mg/l","Historical","Actual"
"USGS-NC","6/5/84","10:30:00","USGS-02086849","Routine sample","Falling stage","Total dissolved solids","Dissolved","223","mg/l","Historical","Actual"
"USGS-NC","7/12/16","11:45:00","USGS-02086837","Routine sample","Stable, normal stage","Total dissolved solids","Dissolved","229","mg/l","Accepted","Actual"
"USGS-NC","6/18/85","9:40:00","USGS-02086849","Routine sample","Stable, low stage","Total dissolved solids","Dissolved","231","mg/l","Historical","Actual"
"USGS-NC","4/21/92","15:30:00","USGS-02086849","Storm","Peak stage","Total dissolved solids","Dissolved","231","mg/l","Historical","Actual"
"USGS-NC","7/12/16","11:00:00","USGS-02086835","Routine sample","Stable, normal stage","Total dissolved solids","Dissolved","235","mg/l","Accepted","Actual"
"USGS-NC","7/12/16","15:20:00","USGS-02086841","Routine sample","Stable, normal stage","Total dissolved solids","Dissolved","235","mg/l","Accepted","Actual"
"USGS-NC","8/1/83","9:05:00","USGS-02086849","Routine sample","Stable, low stage","Total dissolved solids","Dissolved","248","mg/l","Historical","Actual"
"USGS-NC","8/20/86","13:40:00","USGS-02086849","Routine sample","Rising stage","Total dissolved solids","Dissolved","27","mg/l","Historical","Actual"
"USGS-NC","8/23/84","10:45:00","USGS-02086849","Routine sample","Rising stage","Total dissolved solids","Dissolved","278","mg/l","Historical","Actual"
"USGS-NC","1/22/86","9:35:00","USGS-02086849","Routine sample","Stable, low stage","Total dissolved solids","Dissolved","293","mg/l","Historical","Actual"
"USGS-NC","9/24/84","9:15:00","USGS-02086849","Routine sample","Stable, low stage","Total dissolved solids","Dissolved","299","mg/l","Historical","Actual"
"USGS-NC","9/6/08","12:45:00","USGS-02086849","Storm","Falling stage","Total dissolved solids","Dissolved","33","mg/l","Accepted","Actual"
"USGS-NC","2/23/84","13:15:00","USGS-02086849","Flood","Rising stage","Total dissolved solids","Dissolved","35","mg/l","Historical","Actual"
"USGS-NC","3/18/83","10:05:00","USGS-02086849","Routine sample","Not determined","Total dissolved solids","Dissolved","43","mg/l","Historical","Actual"
"USGS-NC","6/14/06","14:30:00","USGS-02086849","Storm","Peak stage","Total dissolved solids","Dissolved","46","mg/l","Accepted","Estimated"
"USGS-NC","1/3/85","9:45:00","USGS-02086849","Routine sample","Stable, normal stage","Total dissolved solids","Dissolved","47","mg/l","Historical","Actual"
"USGS-NC","3/2/07","8:45:00","USGS-02086849","Storm","Falling stage","Total dissolved solids","Dissolved","51","mg/l","Accepted","Actual"
"USGS-NC","9/27/10","3:45:00","USGS-02086849","Storm","Rising stage","Total dissolved solids","Dissolved","58","mg/l","Accepted","Estimated"
"USGS-NC","10/24/83","8:00:00","USGS-02086849","Routine sample","Falling stage","Total dissolved solids","Dissolved","67","mg/l","Historical","Actual"
"USGS-NC","5/20/93","10:00:00","USGS-02086849","Routine sample","Stable, normal stage","Total dissolved solids","Dissolved","10","tons/day","Historical","Actual"
"USGS-NC","1/24/84","9:15:00","USGS-02086849","Routine sample","Stable, normal stage","Total dissolved solids","Dissolved","12.6","tons/day","Historical","Actual"
"USGS-NC","2/19/86","15:50:00","USGS-02086849","Routine sample","Rising stage","Total dissolved solids","Dissolved","13.8","tons/day","Historical","Actual"
"USGS-NC","1/3/85","9:45:00","USGS-02086849","Routine sample","Stable, normal stage","Total dissolved solids","Dissolved","150","tons/day","Historical","Actual"
"USGS-NC","3/2/07","8:45:00","USGS-02086849","Storm","Falling stage","Total dissolved solids","Dissolved","160","tons/day","Accepted","Actual"
"USGS-NC","10/24/83","8:00:00","USGS-02086849","Routine sample","Falling stage","Total dissolved solids","Dissolved","17.9","tons/day","Historical","Actual"
"USGS-NC","7/8/11","16:15:00","USGS-02086849","Storm","Rising stage","Total dissolved solids","Dissolved","182","tons/day","Accepted","Actual"
"USGS-NC","8/20/86","13:40:00","USGS-02086849","Routine sample","Rising stage","Total dissolved solids","Dissolved","195","tons/day","Historical","Actual"
"USGS-NC","6/14/06","14:30:00","USGS-02086849","Storm","Peak stage","Total dissolved solids","Dissolved","225","tons/day","Accepted","Actual"
"USGS-NC","2/23/84","13:15:00","USGS-02086849","Flood","Rising stage","Total dissolved solids","Dissolved","238","tons/day","Historical","Actual"
"USGS-NC","3/18/83","10:05:00","USGS-02086849","Routine sample","Not determined","Total dissolved solids","Dissolved","257","tons/day","Historical","Actual"
"USGS-NC","9/26/83","8:30:00","USGS-02086849","Routine sample","Stable, low stage","Total dissolved solids","Dissolved","3.1","tons/day","Historical","Actual"
"USGS-NC","4/21/92","15:30:00","USGS-02086849","Storm","Peak stage","Total dissolved solids","Dissolved","31.1","tons/day","Historical","Actual"
"USGS-NC","9/24/84","9:15:00","USGS-02086849","Routine sample","Stable, low stage","Total dissolved solids","Dissolved","3.74","tons/day","Historical","Actual"
"USGS-NC","6/18/85","9:40:00","USGS-02086849","Routine sample","Stable, low stage","Total dissolved solids","Dissolved","4.14","tons/day","Historical","Actual"
"USGS-NC","8/1/83","9:05:00","USGS-02086849","Routine sample","Stable, low stage","Total dissolved solids","Dissolved","4.33","tons/day","Historical","Actual"
"USGS-NC","4/21/86","10:10:00","USGS-02086849","Routine sample","Falling stage","Total dissolved solids","Dissolved","47.8","tons/day","Historical","Actual"
"USGS-NC","9/27/10","3:45:00","USGS-02086849","Storm","Rising stage","Total dissolved solids","Dissolved","57","tons/day","Accepted","Actual"
"USGS-NC","7/22/85","14:15:00","USGS-02086849","Routine sample","Rising stage","Total dissolved solids","Dissolved","6.51","tons/day","Historical","Actual"
"USGS-NC","1/22/86","9:35:00","USGS-02086849","Routine sample","Stable, low stage","Total dissolved solids","Dissolved","6.59","tons/day","Historical","Actual"
"USGS-NC","2/22/83","10:05:00","USGS-02086849","Routine sample","Not determined","Total dissolved solids","Dissolved","7.13","tons/day","Historical","Actual"
"USGS-NC","11/29/83","10:45:00","USGS-02086849","Routine sample","Stable, low stage","Total dissolved solids","Dissolved","7.23","tons/day","Historical","Actual"
"USGS-NC","3/25/87","10:30:00","USGS-02086849","Routine sample","Stable, normal stage","Total dissolved solids","Dissolved","7.86","tons/day","Historical","Actual"
