"agency","site_no","Date","HydrologicEvent","SampleFraction","Units","Nitrate","Nitrogen","Phosphorus","Temperature","month","agency_cd.x","site_no.x","Discharge.G","D.Approval.Code.G","Gage.Height.G","GH.Approval.Code.G","agency_cd.y","site_no.y","Discharge.C","D.Approval.Code.C","Gage.Height.C","GH.Approval.Code.C"
NA,NA,2008-05-12,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",53.4,"A",1.89,"A",NA,NA,NA,NA,NA,NA
NA,NA,2008-05-13,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",22.5,"A",1.63,"A",NA,NA,NA,NA,NA,NA
NA,NA,2008-05-14,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",17,"A",1.56,"A",NA,NA,NA,NA,NA,NA
NA,NA,2008-05-15,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",16,"A",1.55,"A",NA,NA,NA,NA,NA,NA
NA,NA,2008-05-16,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",161,"A",2.52,"A",NA,NA,NA,NA,NA,NA
NA,NA,2008-05-17,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",42.9,"A",1.82,"A",NA,NA,NA,NA,NA,NA
NA,NA,2008-05-18,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",30.3,"A",1.69,"A",NA,NA,NA,NA,NA,NA
NA,NA,2008-05-19,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",30.6,"A",1.7,"A",NA,NA,NA,NA,NA,NA
NA,NA,2008-05-20,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",43,"A",1.76,"A",NA,NA,NA,NA,NA,NA
NA,NA,2008-05-21,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",34.1,"A",1.74,"A",NA,NA,NA,NA,NA,NA
NA,NA,2008-05-22,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",19.4,"A",1.59,"A",NA,NA,NA,NA,NA,NA
NA,NA,2008-05-23,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",18.7,"A",1.59,"A",NA,NA,NA,NA,NA,NA
NA,NA,2008-05-24,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",17.9,"A",1.58,"A",NA,NA,NA,NA,NA,NA
NA,NA,2008-05-25,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",15.4,"A",1.54,"A",NA,NA,NA,NA,NA,NA
NA,NA,2008-05-26,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",14.7,"A",1.53,"A",NA,NA,NA,NA,NA,NA
NA,NA,2008-05-28,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",30,"A",1.7,"A",NA,NA,NA,NA,NA,NA
NA,NA,2008-05-29,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",21.8,"A",1.62,"A",NA,NA,NA,NA,NA,NA
NA,NA,2008-05-30,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",15.8,"A",1.55,"A",NA,NA,NA,NA,NA,NA
NA,NA,2008-05-31,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",15.3,"A",1.55,"A",NA,NA,NA,NA,NA,NA
NA,NA,2008-06-01,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",56.8,"A",1.79,"A",NA,NA,NA,NA,NA,NA
NA,NA,2008-06-02,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",40,"A",1.77,"A",NA,NA,NA,NA,NA,NA
NA,NA,2008-06-03,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",16.8,"A",1.56,"A",NA,NA,NA,NA,NA,NA
NA,NA,2008-06-04,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",14.4,"A",1.53,"A",NA,NA,NA,NA,NA,NA
NA,NA,2008-06-05,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",13.3,"A",1.52,"A",NA,NA,NA,NA,NA,NA
NA,NA,2008-06-06,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",13,"A",1.51,"A",NA,NA,NA,NA,NA,NA
NA,NA,2008-06-07,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",12.6,"A",1.51,"A",NA,NA,NA,NA,NA,NA
NA,NA,2008-06-08,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",12.6,"A",1.51,"A",NA,NA,NA,NA,NA,NA
NA,NA,2008-06-09,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",12.2,"A",1.49,"A",NA,NA,NA,NA,NA,NA
NA,NA,2008-06-10,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",11.6,"A",1.48,"A",NA,NA,NA,NA,NA,NA
NA,NA,2008-06-11,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",11.9,"A",1.49,"A",NA,NA,NA,NA,NA,NA
NA,NA,2008-06-12,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",11.1,"A",1.48,"A",NA,NA,NA,NA,NA,NA
NA,NA,2008-06-13,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",11.1,"A",1.48,"A",NA,NA,NA,NA,NA,NA
NA,NA,2008-06-14,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",10.7,"A",1.47,"A",NA,NA,NA,NA,NA,NA
NA,NA,2008-06-15,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",12.7,"A",1.51,"A",NA,NA,NA,NA,NA,NA
NA,NA,2008-06-16,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",11.7,"A",1.49,"A",NA,NA,NA,NA,NA,NA
NA,NA,2008-06-17,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",19.4,"A",1.59,"A",NA,NA,NA,NA,NA,NA
NA,NA,2008-06-18,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",11.9,"A",1.49,"A",NA,NA,NA,NA,NA,NA
NA,NA,2008-06-19,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",12.4,"A",1.5,"A",NA,NA,NA,NA,NA,NA
NA,NA,2008-06-20,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",8.62,"A",1.42,"A",NA,NA,NA,NA,NA,NA
NA,NA,2008-06-21,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",14.9,"A",1.5,"A",NA,NA,NA,NA,NA,NA
NA,NA,2008-06-22,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",64.5,"A",1.87,"A",NA,NA,NA,NA,NA,NA
NA,NA,2008-06-23,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",34.9,"A",1.73,"A",NA,NA,NA,NA,NA,NA
NA,NA,2008-06-24,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",13.9,"A",1.53,"A",NA,NA,NA,NA,NA,NA
NA,NA,2008-06-26,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",11.8,"A",1.49,"A",NA,NA,NA,NA,NA,NA
NA,NA,2008-06-27,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",10.8,"A",1.47,"A",NA,NA,NA,NA,NA,NA
NA,NA,2008-06-28,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",15,"A",1.53,"A",NA,NA,NA,NA,NA,NA
NA,NA,2008-06-29,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",16.8,"A",1.52,"A",NA,NA,NA,NA,NA,NA
NA,NA,2008-06-30,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",415,"A",3.58,"A",NA,NA,NA,NA,NA,NA
NA,NA,2008-07-01,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",25.3,"A",1.64,"A",NA,NA,NA,NA,NA,NA
NA,NA,2008-07-02,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",18.1,"A",1.56,"A",NA,NA,NA,NA,NA,NA
NA,NA,2008-07-03,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",15.4,"A",1.53,"A",NA,NA,NA,NA,NA,NA
NA,NA,2008-07-04,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",46.2,"A",1.67,"A",NA,NA,NA,NA,NA,NA
NA,NA,2008-07-05,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",194,"A",2.62,"A",NA,NA,NA,NA,NA,NA
NA,NA,2008-07-06,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",358,"A",3.42,"A",NA,NA,NA,NA,NA,NA
NA,NA,2008-07-07,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",133,"A",2.36,"A",NA,NA,NA,NA,NA,NA
NA,NA,2008-07-08,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",33.9,"A",1.75,"A",NA,NA,NA,NA,NA,NA
NA,NA,2008-07-09,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",67.2,"A",1.92,"A",NA,NA,NA,NA,NA,NA
NA,NA,2008-07-10,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",48.1,"A",1.85,"A",NA,NA,NA,NA,NA,NA
NA,NA,2008-07-11,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",39.2,"A",1.78,"A",NA,NA,NA,NA,NA,NA
NA,NA,2008-07-12,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",20.5,"A",1.61,"A",NA,NA,NA,NA,NA,NA
NA,NA,2008-07-13,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",18.8,"A",1.59,"A",NA,NA,NA,NA,NA,NA
NA,NA,2008-07-14,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",29.2,"A",1.69,"A",NA,NA,NA,NA,NA,NA
NA,NA,2008-07-15,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",17.5,"A",1.57,"A",NA,NA,NA,NA,NA,NA
NA,NA,2008-07-16,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",14.9,"A",1.54,"A",NA,NA,NA,NA,NA,NA
NA,NA,2008-07-17,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",14.1,"A",1.53,"A",NA,NA,NA,NA,NA,NA
NA,NA,2008-07-18,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",13.9,"A",1.53,"A",NA,NA,NA,NA,NA,NA
NA,NA,2008-07-19,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",33.9,"A",1.65,"A",NA,NA,NA,NA,NA,NA
NA,NA,2008-07-20,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",40.8,"A",1.78,"A",NA,NA,NA,NA,NA,NA
NA,NA,2008-07-21,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",16,"A",1.55,"A",NA,NA,NA,NA,NA,NA
NA,NA,2008-07-22,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",14.9,"A",1.54,"A",NA,NA,NA,NA,NA,NA
NA,NA,2008-07-23,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",14.7,"A",1.54,"A",NA,NA,NA,NA,NA,NA
NA,NA,2008-07-24,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",16,"A",1.55,"A","USGS","0208675010",NA,NA,1.18,"A"
NA,NA,2008-07-25,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",13.1,"A",1.51,"A","USGS","0208675010",NA,NA,1.07,"A"
NA,NA,2008-07-26,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",12.3,"A",1.5,"A","USGS","0208675010",NA,NA,0.99,"A"
NA,NA,2008-07-27,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",13.4,"A",1.52,"A","USGS","0208675010",NA,NA,0.99,"A"
NA,NA,2008-07-29,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",13.3,"A",1.52,"A","USGS","0208675010",NA,NA,1.11,"A"
NA,NA,2008-07-30,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",11.8,"A",1.49,"A","USGS","0208675010",NA,NA,1.05,"A"
NA,NA,2008-07-31,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",11.7,"A",1.49,"A","USGS","0208675010",NA,NA,1.1,"A"
NA,NA,2008-08-01,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",16.3,"A",1.56,"A","USGS","0208675010",0.7,"A",1.12,"A"
NA,NA,2008-08-02,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",11.5,"A",1.49,"A","USGS","0208675010",0.4,"A",0.98,"A"
NA,NA,2008-08-03,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",10.7,"A",1.47,"A","USGS","0208675010",0.34,"A",0.94,"A"
NA,NA,2008-08-04,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",11,"A",1.48,"A","USGS","0208675010",0.32,"A",0.93,"A"
NA,NA,2008-08-05,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",11,"A",1.48,"A","USGS","0208675010",0.29,"A",0.91,"A"
NA,NA,2008-08-06,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",10.8,"A",1.47,"A","USGS","0208675010",0.29,"A",0.9,"A"
NA,NA,2008-08-07,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",11.3,"A",1.48,"A","USGS","0208675010",0.27,"A",0.89,"A"
NA,NA,2008-08-08,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",10.7,"A",1.47,"A","USGS","0208675010",0.26,"A",0.88,"A"
NA,NA,2008-08-09,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",10.9,"A",1.47,"A","USGS","0208675010",0.25,"A",0.88,"A"
NA,NA,2008-08-10,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",43.4,"A",1.77,"A","USGS","0208675010",3.72,"A",1.36,"A"
NA,NA,2008-08-11,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",22.1,"A",1.62,"A","USGS","0208675010",0.76,"A",1.14,"A"
NA,NA,2008-08-12,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",16.3,"A",1.56,"A","USGS","0208675010",0.61,"A",1.09,"A"
NA,NA,2008-08-13,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",14.5,"A",1.54,"A","USGS","0208675010",0.55,"A",1.06,"A"
NA,NA,2008-08-14,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",16.9,"A",1.56,"A","USGS","0208675010",0.62,"A",1.09,"A"
NA,NA,2008-08-15,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",14.3,"A",1.53,"A","USGS","0208675010",0.83,"A",1.12,"A"
NA,NA,2008-08-16,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",20.8,"A",1.61,"A","USGS","0208675010",0.85,"A",1.17,"A"
NA,NA,2008-08-17,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",14.8,"A",1.54,"A","USGS","0208675010",0.6,"A",1.07,"A"
NA,NA,2008-08-19,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",14.6,"A",1.54,"A","USGS","0208675010",0.42,"A",0.99,"A"
NA,NA,2008-08-20,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",13.9,"A",1.52,"A","USGS","0208675010",0.72,"A",1.01,"A"
NA,NA,2008-08-21,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",30.3,"A",1.69,"A","USGS","0208675010",1.27,"A",1.26,"A"
NA,NA,2008-08-22,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",13.3,"A",1.51,"A","USGS","0208675010",0.63,"A",1.1,"A"
NA,NA,2008-08-23,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",11.3,"A",1.48,"A","USGS","0208675010",0.53,"A",1.05,"A"
NA,NA,2008-08-24,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",11,"A",1.48,"A","USGS","0208675010",0.73,"A",1.09,"A"
NA,NA,2008-08-25,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",15.2,"A",1.54,"A","USGS","0208675010",0.62,"A",1.08,"A"
NA,NA,2008-08-26,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",13.6,"A",1.52,"A","USGS","0208675010",0.48,"A",1.01,"A"
NA,NA,2008-08-27,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",316,"A",3.12,"A","USGS","0208675010",246,"A",3.34,"A"
NA,NA,2008-08-28,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",408,"A",3.53,"A","USGS","0208675010",41.1,"A",2.13,"A"
NA,NA,2008-08-29,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",77.8,"A",2.03,"A","USGS","0208675010",1.4,"A",1.32,"A"
NA,NA,2008-08-30,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",19.7,"A",1.6,"A","USGS","0208675010",0.91,"A",1.2,"A"
NA,NA,2008-08-31,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",81.6,"A",2.04,"A","USGS","0208675010",1.27,"A",1.28,"A"
NA,NA,2008-09-01,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",19.1,"A",1.59,"A","USGS","0208675010",1.11,"A",1.25,"A"
NA,NA,2008-09-02,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",16.4,"A",1.56,"A","USGS","0208675010",0.87,"A",1.18,"A"
NA,NA,2008-09-03,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",15.5,"A",1.55,"A","USGS","0208675010",0.72,"A",1.13,"A"
NA,NA,2008-09-05,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",16,"A",1.55,"A","USGS","0208675010",1.2,"A",1.18,"A"
NA,NA,2008-09-07,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",350,"A e",3.47,"A","USGS","0208675010",3.22,"A",1.61,"A"
NA,NA,2008-09-08,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",150,"A e",3.66,"A","USGS","0208675010",1.85,"A",1.42,"A"
NA,NA,2008-09-09,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",60,"A e",3.71,"A","USGS","0208675010",1.56,"A",1.36,"A"
NA,NA,2008-09-10,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",45,"A e",3.67,"A","USGS","0208675010",2.06,"A",1.44,"A"
NA,NA,2008-09-11,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",35,"A e",3.57,"A","USGS","0208675010",1.66,"A",1.38,"A"
NA,NA,2008-09-12,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",33,"A e",3.46,"A","USGS","0208675010",1.39,"A",1.32,"A"
NA,NA,2008-09-13,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",25,"A e",3.21,"A","USGS","0208675010",1.22,"A",1.28,"A"
NA,NA,2008-09-14,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",21,"A e",2.95,"A","USGS","0208675010",1.12,"A",1.26,"A"
NA,NA,2008-09-15,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",175,"A",2.68,"A","USGS","0208675010",1.05,"A",1.24,"A"
NA,NA,2008-09-16,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",298,"A",3.22,"A","USGS","0208675010",15.6,"A",1.91,"A"
NA,NA,2008-09-17,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",141,"A",2.48,"A","USGS","0208675010",2.65,"A",1.54,"A"
NA,NA,2008-09-18,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",86,"A",2.14,"A","USGS","0208675010",1.68,"A",1.39,"A"
NA,NA,2008-09-19,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",47,"A",1.86,"A","USGS","0208675010",1.46,"A",1.34,"A"
NA,NA,2008-09-20,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",22.4,"A",1.63,"A","USGS","0208675010",1.3,"A",1.3,"A"
NA,NA,2008-09-21,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",14.4,"A",1.53,"A","USGS","0208675010",1.14,"A",1.26,"A"
NA,NA,2008-09-22,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",13.9,"A",1.52,"A","USGS","0208675010",1.06,"A",1.24,"A"
NA,NA,2008-09-23,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",11.5,"A",1.48,"A","USGS","0208675010",1.11,"A",1.25,"A"
NA,NA,2008-09-24,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",12.7,"A",1.5,"A","USGS","0208675010",1.15,"A",1.26,"A"
NA,NA,2008-09-25,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",11.4,"A",1.48,"A","USGS","0208675010",1.2,"A",1.27,"A"
NA,NA,2008-09-27,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",105,"A",2.17,"A","USGS","0208675010",5.07,"A",1.78,"A"
NA,NA,2008-09-28,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",59.6,"A",1.82,"A","USGS","0208675010",3.37,"A",1.63,"A"
NA,NA,2008-09-29,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",38.2,"A",1.64,"A","USGS","0208675010",2.31,"A",1.49,"A"
NA,NA,2008-09-30,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",28.1,"A",1.55,"A","USGS","0208675010",1.97,"A",1.43,"A"
NA,NA,2008-10-01,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",39,"A e",1.68,"A","USGS","0208675010",2.9,"A",1.57,"A"
NA,NA,2008-10-02,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",21,"A e",1.52,"A","USGS","0208675010",1,"A e",1.36,"A"
NA,NA,2008-10-03,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",19,"A e",1.53,"A","USGS","0208675010",0.67,"A e",1.41,"A"
NA,NA,2008-10-04,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",18.5,"A",1.58,"A","USGS","0208675010",0.65,"A e",1.4,"A"
NA,NA,2008-10-05,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",18.4,"A",1.58,"A","USGS","0208675010",0.62,"A e",1.37,"A"
NA,NA,2008-10-06,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",17.8,"A",1.57,"A","USGS","0208675010",0.3,"A e",1.32,"A"
NA,NA,2008-10-07,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",17.5,"A",1.57,"A","USGS","0208675010",0.26,"A e",1.23,"A"
NA,NA,2008-10-08,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",16.7,"A",1.56,"A","USGS","0208675010",0.55,"A e",1.22,"A"
NA,NA,2008-10-09,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",17.9,"A",1.58,"A","USGS","0208675010",0.53,"A e",0.69,"A"
NA,NA,2008-10-10,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",18.5,"A",1.58,"A","USGS","0208675010",0.51,"A",0.28,"A"
NA,NA,2008-10-11,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",18.5,"A",1.58,"A","USGS","0208675010",0.48,"A",0.28,"A"
NA,NA,2008-10-12,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",17.6,"A",1.57,"A","USGS","0208675010",0.26,"A",0.27,"A"
NA,NA,2008-10-13,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",17.1,"A",1.57,"A","USGS","0208675010",0.55,"A",0.29,"A"
NA,NA,2008-10-14,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",16.4,"A",1.56,"A","USGS","0208675010",0.46,"A",0.28,"A"
NA,NA,2008-10-15,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",16.2,"A",1.55,"A","USGS","0208675010",0.26,"A",0.27,"A"
NA,NA,2008-10-17,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",17.8,"A",1.58,"A","USGS","0208675010",0.76,"A",0.3,"A"
NA,NA,2008-10-18,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",48.5,"A",1.83,"A","USGS","0208675010",6.64,"A",0.45,"A"
NA,NA,2008-10-19,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",21.4,"A",1.62,"A","USGS","0208675010",0.69,"A",0.31,"A"
NA,NA,2008-10-20,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",19.8,"A",1.6,"A","USGS","0208675010",0.42,"A",0.29,"A"
NA,NA,2008-10-21,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",19.1,"A",1.59,"A","USGS","0208675010",0.32,"A",0.28,"A"
NA,NA,2008-10-22,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",15.5,"A",1.54,"A","USGS","0208675010",0.31,"A",0.27,"A"
NA,NA,2008-10-23,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",16.7,"A",1.56,"A","USGS","0208675010",0.29,"A",0.28,"A"
NA,NA,2008-10-24,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",17.8,"A",1.58,"A","USGS","0208675010",0.27,"A",0.28,"A"
NA,NA,2008-10-25,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",20.2,"A",1.6,"A","USGS","0208675010",0.57,"A",0.3,"A"
NA,NA,2008-10-26,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",20.8,"A",1.61,"A","USGS","0208675010",0.49,"A",0.3,"A"
NA,NA,2008-10-27,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",18.5,"A",1.58,"A","USGS","0208675010",0.32,"A",0.29,"A"
NA,NA,2008-10-28,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",18.9,"A",1.59,"A","USGS","0208675010",0.26,"A",0.28,"A"
NA,NA,2008-10-29,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",18.3,"A",1.58,"A","USGS","0208675010",0.26,"A",0.28,"A"
NA,NA,2008-10-30,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",19.5,"A",1.59,"A","USGS","0208675010",0.22,"A",0.27,"A"
NA,NA,2008-10-31,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",19.5,"A",1.59,"A","USGS","0208675010",0.1,"A",0.25,"A"
NA,NA,2008-11-01,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",19.2,"A",1.59,"A","USGS","0208675010",0.38,"A",0.28,"A"
NA,NA,2008-11-02,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",19.5,"A",1.59,"A","USGS","0208675010",0.48,"A",0.3,"A"
NA,NA,2008-11-03,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",18.6,"A",1.59,"A","USGS","0208675010",0.57,"A",0.31,"A"
NA,NA,2008-11-04,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",89,"A",2.06,"A","USGS","0208675010",7.98,"A",0.48,"A"
NA,NA,2008-11-06,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",22.6,"A",1.63,"A","USGS","0208675010",0.88,"A",0.31,"A"
